Load Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini
Saved Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
...5/email/_policybase.py:112 Policy  1      0.000014  0.000021  0.000021
..b/python3.5/tarfile.py:723 TarInfo  1      0.000021  0.000021  0.000021
<string>:5 _Version                   1      0.000021  0.000021  0.000021
..umpy/compat/_inspect.py:7 <module>  1      0.000015  0.000021  0.000021
..4 _SixMetaPathImporter.find_module  15     0.000021  0.000021  0.000001
..ngs.py:378 catch_warnings.__exit__  2      0.000019  0.000021  0.000010
<string>:5 ParseResult                1      0.000021  0.000021  0.000021
..set.py:16 _IterationGuard.__init__  11     0.000021  0.000021  0.000002
..er.py:954 ConfigParser.__getitem__  4      0.000016  0.000021  0.000005
..lib/python3.5/quopri.py:3 <module>  1      0.000014  0.000020  0.000020
..piler/qtproxies.py:365 QColumnView  2      0.000008  0.000020  0.000010
..ngs.py:340 catch_warnings.__init__  2      0.000020  0.000020  0.000010
..rters.py:29 StringLengths.__init__  2      0.000015  0.000020  0.000010
..numpy/ma/core.py:6023 type.__new__  1      0.000007  0.000020  0.000020
..__init__.py:1427 Logger.addHandler  2      0.000010  0.000020  0.000010
..235 type._requires_builtin_wrapper  3      0.000016  0.000019  0.000006
..ython3.5/datetime.py:1310 datetime  1      0.000019  0.000019  0.000019
..PyQt4/uic/uiparser.py:168 UIParser  8      0.000019  0.000019  0.000002
..rayhelpers.py:138 storePointerType  4      0.000009  0.000019  0.000005
..120 DynamicClassAttribute.__init__  2      0.000014  0.000019  0.000010
..thon3.5/zipfile.py:1165 <listcomp>  2      0.000019  0.000019  0.000010
..ib/python3.5/enum.py:140 <genexpr>  18     0.000019  0.000019  0.000001
<string>:5 SelectorKey                2      0.000019  0.000019  0.000009
..ackages/PIL/_binary.py:14 <module>  4      0.000014  0.000019  0.000005
..y:444 ImageInputConverter.__init__  13     0.000019  0.000019  0.000001
../testing/decorators.py:15 <module>  1      0.000012  0.000018  0.000018
..ython3.5/platform.py:757 <genexpr>  7      0.000014  0.000018  0.000003
..ib/python3.5/imp.py:107 <listcomp>  13     0.000018  0.000018  0.000001
<string>:5 SplitResult                1      0.000018  0.000018  0.000018
..hader.py:56 ShaderManager.__init__  1      0.000017  0.000017  0.000017
../OpenGL/contextdata.py:20 <module>  1      0.000012  0.000017  0.000017
..ocessing/process.py:62 BaseProcess  1      0.000013  0.000017  0.000017
..n3.5/calendar.py:66 _localized_day  1      0.000009  0.000017  0.000017
../lib/python3.5/random.py:68 Random  2      0.000017  0.000017  0.000008
..connection.py:365 Connection._send  1      0.000006  0.000017  0.000017
../python3.5/enum.py:279 __members__  6      0.000017  0.000017  0.000003
..python3.5/calendar.py:126 Calendar  1      0.000017  0.000017  0.000017
..ssing/connection.py:348 Connection  1      0.000017  0.000017  0.000017
..OpenGL/GL/exceptional.py:66 glMap2  2      0.000010  0.000016  0.000008
..set.py:52 WeakSet._commit_removals  11     0.000016  0.000016  0.000001
..ic/Compiler/qtproxies.py:298 QMenu  8      0.000016  0.000016  0.000002
..hreading.py:240 Condition.__exit__  2      0.000009  0.000016  0.000008
..lib/python3.5/codecs.py:93 __new__  2      0.000013  0.000016  0.000008
..s/unicode_escape.py:36 getregentry  1      0.000009  0.000016  0.000016
..ompiler/qtproxies.py:325 QTimeEdit  7      0.000016  0.000016  0.000002
..ib/python3.5/threading.py:72 RLock  6      0.000016  0.000016  0.000003
..mpfile.py:628 SpooledTemporaryFile  2      0.000013  0.000016  0.000008
../numeric.py:2874 errstate.__exit__  1      0.000004  0.000016  0.000016
..reading.py:252 Condition._is_owned  3      0.000011  0.000015  0.000005
..rm/baseplatform.py:54 BasePlatform  1      0.000013  0.000015  0.000015
..ces/_vendor/six.py:229 _MovedItems  10     0.000015  0.000015  0.000002
..Qt4/uic/icon_cache.py:26 IconCache  2      0.000010  0.000015  0.000008
..e-packages/cffi/lock.py:1 <module>  1      0.000010  0.000015  0.000015
<string>:5 Mismatch                   2      0.000015  0.000015  0.000007
<string>:5 uname_result               1      0.000015  0.000015  0.000015
..nit__.py:1080 PlaceHolder.__init__  8      0.000014  0.000014  0.000002
..reading.py:237 Condition.__enter__  2      0.000011  0.000014  0.000007
..ib/python3.5/imp.py:109 <listcomp>  13     0.000014  0.000014  0.000001
..ib/python3.5/glob.py:89 <listcomp>  1      0.000008  0.000014  0.000014
..tform.py:11 lazy_property.__init__  14     0.000014  0.000014  0.000001
..ib/python3.5/imp.py:108 <listcomp>  13     0.000014  0.000014  0.000001
../email/_policybase.py:267 Compat32  2      0.000010  0.000014  0.000007
..L/_types.py:30 _get_ctypes_version  1      0.000007  0.000014  0.000014
..ib/python3.5/weakref.py:261 update  2      0.000010  0.000013  0.000007
..a/extras.py:1429 mr_class.__init__  1      0.000006  0.000013  0.000013
../matrixlib/defmatrix.py:208 matrix  1      0.000013  0.000013  0.000013
..cifiers.py:88 _IndividualSpecifier  1      0.000011  0.000013  0.000013
..iler/qtproxies.py:392 QTableWidget  1      0.000008  0.000013  0.000013
..ython3.5/datetime.py:319 timedelta  1      0.000013  0.000013  0.000013
..os.py:1020 _wrap_close.__getattr__  1      0.000005  0.000013  0.000013
...5/logging/__init__.py:1224 Logger  1      0.000013  0.000013  0.000013
..python3.5/datetime.py:1837 _create  4      0.000010  0.000013  0.000003
..umeric.py:1777 set_string_function  2      0.000007  0.000013  0.000006
.._lookupint.py:6 LookupInt.__init__  12     0.000013  0.000013  0.000001
..hon3.5/warnings.py:61 simplefilter  1      0.000010  0.000013  0.000013
../numpy/core/numeric.py:2578 geterr  2      0.000011  0.000012  0.000006
..5/unittest/case.py:1306 _deprecate  10     0.000012  0.000012  0.000001
..piler/qtproxies.py:419 QToolButton  2      0.000012  0.000012  0.000006
<string>:5 DefragResult               1      0.000012  0.000012  0.000012
../threading.py:332 Condition.notify  1      0.000008  0.000012  0.000012
..ocessing/context.py:29 BaseContext  1      0.000012  0.000012  0.000012
..__future__.py:79 _Feature.__init__  9      0.000012  0.000012  0.000001
..or/six.py:114 MovedModule._resolve  1      0.000003  0.000012  0.000012
<string>:5 _LoggingWatcher            1      0.000012  0.000012  0.000012
...5/email/parser.py:72 HeaderParser  7      0.000012  0.000012  0.000002
..s/numpy/random/info.py:86 <module>  1      0.000007  0.000012  0.000012
..arser.py:188 DuplicateSectionError  2      0.000012  0.000012  0.000006
...5/argparse.py:1577 ArgumentParser  1      0.000011  0.000011  0.000011
..GL/arrays/vbo.py:45 Implementation  1      0.000007  0.000011  0.000011
..rces/__init__.py:1584 NullProvider  1      0.000011  0.000011  0.000011
..urces/__init__.py:1818 ZipProvider  1      0.000011  0.000011  0.000011
../lib/_iotools.py:250 NameValidator  1      0.000011  0.000011  0.000011
..ges/numpy/fft/info.py:184 <module>  1      0.000006  0.000011  0.000011
..y/lib/_iotools.py:154 LineSplitter  1      0.000004  0.000011  0.000011
...5/configparser.py:1015 <dictcomp>  11     0.000011  0.000011  0.000001
..ges/numpy/core/info.py:83 <module>  1      0.000006  0.000011  0.000011
..piler/qtproxies.py:269 QFormLayout  2      0.000011  0.000011  0.000005
..polynomial/hermite.py:1792 Hermite  1      0.000007  0.000011  0.000011
..lynomial/legendre.py:1769 Legendre  1      0.000007  0.000010  0.000010
..nomial/chebyshev.py:2017 Chebyshev  1      0.000008  0.000010  0.000010
..on3.5/plistlib.py:312 _PlistParser  2      0.000010  0.000010  0.000005
..b/python3.5/tarfile.py:328 _Stream  1      0.000010  0.000010  0.000010
..kages/OpenGL/plugins.py:26 by_name  1      0.000008  0.000010  0.000010
../Render/Shader.py:55 ShaderManager  3      0.000010  0.000010  0.000003
..numpy/core/records.py:298 recarray  2      0.000010  0.000010  0.000005
..numpy/core/numeric.py:2880 _setdef  1      0.000004  0.000010  0.000010
..s/numpy/linalg/info.py:34 <module>  2      0.000006  0.000010  0.000005
..ynomial/hermite_e.py:1789 HermiteE  1      0.000007  0.000010  0.000010
...5/logging/__init__.py:752 Handler  2      0.000010  0.000010  0.000005
..ython3.5/copyreg.py:22 constructor  4      0.000008  0.000010  0.000002
...5/threading.py:1134 Thread.daemon  1      0.000008  0.000010  0.000010
..lementPath.py:246 _SelectorContext  2      0.000006  0.000010  0.000005
..mpy/ma/core.py:6016 MaskedConstant  1      0.000006  0.000010  0.000010
..rces/__init__.py:1986 FileMetadata  6      0.000010  0.000010  0.000002
..urces/__init__.py:397 UnknownExtra  2      0.000010  0.000010  0.000005
..g/__init__.py:1251 Logger.setLevel  2      0.000005  0.000010  0.000005
..ing.py:246 Condition._release_save  2      0.000008  0.000010  0.000005
..ygame/sprite.py:613 LayeredUpdates  1      0.000009  0.000009  0.000009
..endar.py:132 TextCalendar.__init__  1      0.000008  0.000009  0.000009
..piler/qtproxies.py:385 QListWidget  1      0.000006  0.000009  0.000009
..kages/OpenGL/wrapper.py:43 Wrapper  1      0.000009  0.000009  0.000009
..s/__init__.py:1130 ResourceManager  1      0.000009  0.000009  0.000009
..ges/numpy/lib/info.py:148 <module>  1      0.000005  0.000009  0.000009
...py:1335 ConverterMapping.__iter__  3      0.000007  0.000009  0.000003
..t__.py:100 _SetuptoolsVersionMixin  2      0.000009  0.000009  0.000005
..er.py:662 ConfigParser.has_section  6      0.000009  0.000009  0.000002
..5/enum.py:503 PlistFormat.__hash__  2      0.000007  0.000009  0.000004
..argparse.py:1216 _ActionsContainer  1      0.000009  0.000009  0.000009
..threads/__init__.py:210 FuncResult  1      0.000009  0.000009  0.000009
../__init__.py:582 IResourceProvider  2      0.000009  0.000009  0.000004
..sources/__init__.py:1728 _register  1      0.000005  0.000009  0.000009
..numpy/lib/polynomial.py:939 poly1d  1      0.000009  0.000009  0.000009
..thon3.5/subprocess.py:503 _cleanup  3      0.000009  0.000009  0.000003
..ocess.py:1563 Popen._internal_poll  3      0.000009  0.000009  0.000003
.. _SixMetaPathImporter.__get_module  6      0.000009  0.000009  0.000001
..ython3.5/calendar.py:69 <listcomp>  1      0.000009  0.000009  0.000009
..ib/python3.5/glob.py:140 _ishidden  5      0.000009  0.000009  0.000002
..nGL/constant.py:42 NumericConstant  4      0.000008  0.000008  0.000002
...5/zipfile.py:1591 ZipFile.__del__  2      0.000006  0.000008  0.000004
../lib/python3.5/enum.py:82 EnumMeta  1      0.000008  0.000008  0.000008
..ing/reduction.py:32 ForkingPickler  1      0.000008  0.000008  0.000008
..5/unittest/loader.py:66 TestLoader  1      0.000008  0.000008  0.000008
..a/extras.py:1359 mr_class.__init__  1      0.000004  0.000008  0.000008
../OpenGL/logs.py:28 _LoggedFunction  1      0.000008  0.000008  0.000008
..ointers.py:11 CtypesPointerHandler  1      0.000008  0.000008  0.000008
..tensions.py:92 _GLQuerier.__init__  2      0.000006  0.000008  0.000004
..pygame/sprite.py:284 AbstractGroup  1      0.000008  0.000008  0.000008
..py/core/getlimits.py:270 iinfo.max  2      0.000008  0.000008  0.000004
..piler/qtproxies.py:404 QTreeWidget  1      0.000005  0.000008  0.000008
..n3.5/socket.py:129 socket.__init__  2      0.000008  0.000008  0.000004
..rse.py:275 _fix_result_transcoding  1      0.000008  0.000008  0.000008
..penGL/_opaque.py:7 _opaque_pointer  1      0.000007  0.000007  0.000007
..compression.py:33 DecompressReader  1      0.000007  0.000007  0.000007
...py:798 _DomainSafeDivide.__init__  6      0.000007  0.000007  0.000001
..kaging/version.py:82 LegacyVersion  1      0.000007  0.000007  0.000007
..on/lib/python3.5/queue.py:21 Queue  1      0.000007  0.000007  0.000007
..s/OpenGL/arrays/vbo.py:50 register  2      0.000005  0.000007  0.000004
...5/argparse.py:1020 _VersionAction  1      0.000007  0.000007  0.000007
...py:325 WeakKeyDictionary.__init__  1      0.000007  0.000007  0.000007
..nit__.py:376 PercentStyle.__init__  3      0.000007  0.000007  0.000002
..ee/ElementTree.py:1366 TreeBuilder  2      0.000007  0.000007  0.000004
..t4/uic/uiparser.py:157 ButtonGroup  4      0.000007  0.000007  0.000002
..es/__init__.py:325 VersionConflict  1      0.000007  0.000007  0.000007
..hon3.5/socket.py:409 socket.detach  2      0.000006  0.000007  0.000003
..5/datetime.py:40 _days_before_year  3      0.000007  0.000007  0.000002
..arse.py:133 _NetlocResultMixinBase  1      0.000007  0.000007  0.000007
..cessing/connection.py:422 Listener  2      0.000007  0.000007  0.000003
..ckages/pygame/font.py:147 get_init  1      0.000005  0.000007  0.000007
..sting/nosetester.py:128 NoseTester  1      0.000007  0.000007  0.000007
...5/unittest/main.py:48 TestProgram  1      0.000007  0.000007  0.000007
..l/etree/ElementTree.py:122 Element  1      0.000007  0.000007  0.000007
../lib/python3.5/lzma.py:37 LZMAFile  1      0.000006  0.000006  0.000006
..urces/__init__.py:2995 Requirement  1      0.000006  0.000006  0.000006
..:320 Module_six_moves_urllib_parse  3      0.000006  0.000006  0.000002
..bprocess.py:374 CalledProcessError  1      0.000005  0.000006  0.000006
..penGL/GLU/glustruct.py:6 GLUStruct  1      0.000006  0.000006  0.000006
../pygame/sprite.py:948 LayeredDirty  1      0.000006  0.000006  0.000006
..ssing/synchronize.py:211 Condition  1      0.000006  0.000006  0.000006
..ypes/__init__.py:476 CFunctionType  3      0.000006  0.000006  0.000002
..unittest/suite.py:270 _ErrorHolder  2      0.000006  0.000006  0.000003
..arser.py:643 ConfigParser.sections  1      0.000005  0.000006  0.000006
..python3.5/difflib.py:1703 HtmlDiff  1      0.000006  0.000006  0.000006
..selectors.py:196 _BaseSelectorImpl  2      0.000005  0.000006  0.000003
..il/_parseaddr.py:203 AddrlistClass  1      0.000006  0.000006  0.000006
..ages/numpy/lib/npyio.py:95 NpzFile  1      0.000006  0.000006  0.000006
..y:195 ForkContext.get_start_method  6      0.000006  0.000006  0.000001
..on3.5/calendar.py:259 TextCalendar  1      0.000006  0.000006  0.000006
..re/_internal.py:196 _getintp_ctype  1      0.000006  0.000006  0.000006
..ages/OpenGL/error.py:158 GLUTError  2      0.000006  0.000006  0.000003
..ing/__init__.py:1556 LoggerAdapter  1      0.000006  0.000006  0.000006
..ckages/numpy/ma/core.py:5833 mvoid  1      0.000006  0.000006  0.000006
..s/__init__.py:2056 register_finder  4      0.000006  0.000006  0.000001
..3.5/selectors.py:385 EpollSelector  2      0.000006  0.000006  0.000003
..70 BasicInterpolation.before_write  7      0.000005  0.000005  0.000001
..b/python3.5/socket.py:532 SocketIO  1      0.000005  0.000005  0.000005
..s/pygame/sprite.py:221 DirtySprite  1      0.000005  0.000005  0.000005
../__init__.py:558 IMetadataProvider  1      0.000005  0.000005  0.000005
..t/loader.py:76 TestLoader.__init__  1      0.000005  0.000005  0.000005
..thon3.5/tarfile.py:608 _FileInFile  1      0.000005  0.000005  0.000005
../lib/_datasource.py:154 DataSource  1      0.000005  0.000005  0.000005
..ndex_tricks.py:470 CClass.__init__  1      0.000003  0.000005  0.000005
../numeric.py:2865 errstate.__init__  1      0.000004  0.000005  0.000005
...5/sre_parse.py:278 Tokenizer.seek  1      0.000003  0.000005  0.000005
../logging/__init__.py:418 Formatter  1      0.000005  0.000005  0.000005
..ackages/OpenGL/error.py:42 GLError  1      0.000005  0.000005  0.000005
..5/subprocess.py:401 TimeoutExpired  1      0.000004  0.000005  0.000005
...py:249 Condition._acquire_restore  1      0.000004  0.000005  0.000005
..:173 _SixMetaPathImporter.__init__  2      0.000005  0.000005  0.000003
..s/__init__.py:1709 DefaultProvider  1      0.000005  0.000005  0.000005
..hon/lib/python3.5/os.py:758 decode  1      0.000004  0.000005  0.000005
..:762 _DomainCheckInterval.__init__  3      0.000005  0.000005  0.000002
..py:2147 register_namespace_handler  4      0.000005  0.000005  0.000001
..test/case.py:1328 FunctionTestCase  1      0.000005  0.000005  0.000005
..hon3.5/ctypes/__init__.py:314 CDLL  2      0.000005  0.000005  0.000003
..ext.py:185 ForkContext.get_context  6      0.000005  0.000005  0.000001
...5/argparse.py:1523 _ArgumentGroup  1      0.000005  0.000005  0.000005
..parse.py:1048 _ChoicesPseudoAction  2      0.000005  0.000005  0.000002
...py:221 DefaultContext.get_context  3      0.000005  0.000005  0.000002
..5/email/header.py:541 _Accumulator  1      0.000005  0.000005  0.000005
.._.py:357 ContextualVersionConflict  1      0.000005  0.000005  0.000005
..numpy/ma/core.py:2474 _arraymethod  1      0.000005  0.000005  0.000005
..s/numpy/lib/utils.py:1002 SafeEval  2      0.000005  0.000005  0.000002
../subprocess.py:982 Popen.__enter__  2      0.000005  0.000005  0.000002
..thon3.5/functools.py:391 lru_cache  1      0.000004  0.000005  0.000005
..s.py:1788 clear_and_catch_warnings  2      0.000005  0.000005  0.000002
..thon3.5/zipfile.py:47 LargeZipFile  2      0.000005  0.000005  0.000002
../pygame/sprite.py:1223 GroupSingle  1      0.000005  0.000005  0.000005
..istribution.check_version_conflict  1      0.000003  0.000005  0.000005
..ib/arrayterator.py:20 Arrayterator  1      0.000005  0.000005  0.000005
..thon3.5/email/header.py:179 Header  1      0.000004  0.000004  0.000004
...5/os.py:1004 _wrap_close.__init__  1      0.000004  0.000004  0.000004
..tempfile.py:776 TemporaryDirectory  2      0.000004  0.000004  0.000002
..ckaging/_structures.py:17 Infinity  1      0.000004  0.000004  0.000004
..atform.py:354 _NullFunctionPointer  1      0.000004  0.000004  0.000004
../core.py:842 _MaskedUnaryOperation  2      0.000004  0.000004  0.000002
..rse.py:195 _NetlocResultMixinBytes  1      0.000004  0.000004  0.000004
../feedparser.py:531 BytesFeedParser  2      0.000004  0.000004  0.000002
..init__.py:408 register_loader_type  3      0.000004  0.000004  0.000001
../__init__.py:1121 Manager.__init__  1      0.000004  0.000004  0.000004
..y/_import_tools.py:9 PackageLoader  1      0.000004  0.000004  0.000004
..ces/__init__.py:1737 EmptyProvider  1      0.000004  0.000004  0.000004
..py:633 RawDescriptionHelpFormatter  2      0.000004  0.000004  0.000002
../python3.5/string.py:170 Formatter  1      0.000004  0.000004  0.000004
..lib/python3.5/plistlib.py:204 Data  1      0.000004  0.000004  0.000004
.._structures.py:49 NegativeInfinity  1      0.000004  0.000004  0.000004
..ree/ElementTree.py:539 ElementTree  1      0.000004  0.000004  0.000004
..ib/python3.5/plistlib.py:127 Plist  1      0.000004  0.000004  0.000004
..ckaging/version.py:52 _BaseVersion  1      0.000004  0.000004  0.000004
../configparser.py:1181 ConfigParser  2      0.000004  0.000004  0.000002
..367 BasicInterpolation.before_read  7      0.000004  0.000004  0.000001
..py:185 IncrementalEncoder.__init__  1      0.000004  0.000004  0.000004
..mail/_policybase.py:18 _PolicyBase  1      0.000004  0.000004  0.000004
..b/python3.5/zipfile.py:295 ZipInfo  1      0.000004  0.000004  0.000004
..ackages/OpenGL/plugins.py:45 match  1      0.000004  0.000004  0.000004
..3.5/unittest/suite.py:92 TestSuite  1      0.000004  0.000004  0.000004
..ib/utils.py:68 _Deprecate.__init__  2      0.000004  0.000004  0.000002
..odule_six_moves_urllib_robotparser  2      0.000004  0.000004  0.000002
..on3.5/plistlib.py:454 _PlistWriter  1      0.000004  0.000004  0.000004
..de_escape.py:24 IncrementalDecoder  1      0.000004  0.000004  0.000004
..se.py:1557 _MutuallyExclusiveGroup  2      0.000004  0.000004  0.000002
../Compiler/qtproxies.py:261 QAction  2      0.000004  0.000004  0.000002
..ib/python3.5/string.py:73 Template  1      0.000004  0.000004  0.000004
..ore.py:818 _DomainGreater.__init__  3      0.000004  0.000004  0.000001
..ar.py:52 _localized_month.__init__  2      0.000004  0.000004  0.000002
..mail/header.py:413 _ValueFormatter  1      0.000004  0.000004  0.000004
..5/logging/__init__.py:1116 Manager  1      0.000004  0.000004  0.000004
..ndar.py:71 _localized_day.__init__  2      0.000004  0.000004  0.000002
..parse.py:165 _NetlocResultMixinStr  1      0.000004  0.000004  0.000004
../zipfile.py:605 _check_compression  2      0.000004  0.000004  0.000002
..3.5/plistlib.py:416 _DumbXMLWriter  1      0.000004  0.000004  0.000004
..plistlib.py:746 _BinaryPlistWriter  1      0.000004  0.000004  0.000004
..on3.5/zipfile.py:473 _ZipDecrypter  1      0.000004  0.000004  0.000004
..yQt4/uic/icon_cache.py:84 _IconSet  1      0.000004  0.000004  0.000004
../logging/__init__.py:231 LogRecord  1      0.000004  0.000004  0.000004
..it__.py:411 LibraryLoader.__init__  2      0.000004  0.000004  0.000002
..ltiprocessing/util.py:146 Finalize  1      0.000004  0.000004  0.000004
..3.5/unittest/case.py:1386 _SubTest  1      0.000004  0.000004  0.000004
..ineaPig/Render/Shader.py:22 Shader  1      0.000004  0.000004  0.000004
..mail/_parseaddr.py:495 AddressList  1      0.000004  0.000004  0.000004
..plistlib.py:593 _BinaryPlistParser  1      0.000004  0.000004  0.000004
..test/case.py:273 _CapturingHandler  1      0.000003  0.000003  0.000003
..ython3.5/zipfile.py:1720 PyZipFile  1      0.000003  0.000003  0.000003
..rces/__init__.py:1751 ZipManifests  1      0.000003  0.000003  0.000003
..y:6202 _maximum_operation.__init__  1      0.000003  0.000003  0.000003
..iprocessing/process.py:52 _cleanup  1      0.000003  0.000003  0.000003
..st/case.py:216 _AssertWarnsContext  1      0.000003  0.000003  0.000003
..s/numpy/core/records.py:215 record  1      0.000003  0.000003  0.000003
..Compiler/compiler.py:52 UICompiler  1      0.000003  0.000003  0.000003
..t/case.py:179 _AssertRaisesContext  1      0.000003  0.000003  0.000003
..ges/numpy/core/machar.py:17 MachAr  1      0.000003  0.000003  0.000003
..ng/__init__.py:1050 _StderrHandler  1      0.000003  0.000003  0.000003
..ail/errors.py:12 MessageParseError  2      0.000003  0.000003  0.000002
..thon3.5/urllib/parse.py:648 Quoter  1      0.000003  0.000003  0.000003
..calendar.py:531 LocaleHTMLCalendar  1      0.000003  0.000003  0.000003
../core.py:2517 _arraymethod.__get__  4      0.000003  0.000003  0.000001
..py/lib/_version.py:18 NumpyVersion  1      0.000003  0.000003  0.000003
..processing/process.py:83 <genexpr>  2      0.000003  0.000003  0.000002
..ib/python3.5/difflib.py:751 Differ  1      0.000003  0.000003  0.000003
..calendar.py:500 LocaleTextCalendar  1      0.000003  0.000003  0.000003
..aPig/Render/Renderer.py:19 Console  1      0.000003  0.000003  0.000003
../VERSION/GL_2_0.py:280 _afterCheck  2      0.000003  0.000003  0.000002
..python3.5/zipfile.py:674 _Tellable  1      0.000003  0.000003  0.000003
..y/core/records.py:83 format_parser  1      0.000003  0.000003  0.000003
..5/multiprocessing/util.py:47 debug  1      0.000003  0.000003  0.000003
..5/logging/__init__.py:670 Filterer  1      0.000003  0.000003  0.000003
..es/numpy/ma/core.py:164 <listcomp>  1      0.000003  0.000003  0.000003
..ompiler/qtproxies.py:247 fromTheme  2      0.000003  0.000003  0.000002
..y:6188 _minimum_operation.__init__  1      0.000003  0.000003  0.000003
..portlib._bootstrap>:762 is_package  3      0.000003  0.000003  0.000001
..n3.5/threading.py:504 Event.is_set  2      0.000003  0.000003  0.000002
..ineaPig/Object/ObjLoader.py:61 OBJ  1      0.000003  0.000003  0.000003
..ineaPig/Render/GLFont.py:60 GLFont  1      0.000003  0.000003  0.000003
..ader.py:88 ShaderManager.getShader  2      0.000003  0.000003  0.000002
..s/numpy/core/getlimits.py:25 finfo  1      0.000003  0.000003  0.000003
..__init__.py:591 BufferingFormatter  1      0.000003  0.000003  0.000003
..essing/process.py:296 _MainProcess  2      0.000003  0.000003  0.000002
..hon3.5/xml/__init__.py:17 <module>  3      0.000003  0.000003  0.000001
..py/compat/_inspect.py:144 <lambda>  3      0.000003  0.000003  0.000001
..ogging/__init__.py:988 FileHandler  1      0.000003  0.000003  0.000003
..b/python3.5/datetime.py:934 tzinfo  1      0.000003  0.000003  0.000003
..ging/__init__.py:937 StreamHandler  1      0.000003  0.000003  0.000003
..ompiler/qtproxies.py:330 QSplitter  2      0.000003  0.000003  0.000002
..xml/etree/ElementTree.py:491 QName  1      0.000003  0.000003  0.000003
..gging/__init__.py:370 PercentStyle  1      0.000003  0.000003  0.000003
..core.py:918 _MaskedBinaryOperation  1      0.000003  0.000003  0.000003
..se.py:672 MetavarTypeHelpFormatter  1      0.000003  0.000003  0.000003
..on3.5/tarfile.py:304 _LowLevelFile  1      0.000003  0.000003  0.000003
..ages/pygame/cursors.py:32 <module>  1      0.000003  0.000003  0.000003
..est/case.py:292 _AssertLogsContext  1      0.000003  0.000003  0.000003
..n3.5/argparse.py:705 ArgumentError  1      0.000003  0.000003  0.000003
..s/numpy/lib/utils.py:56 _Deprecate  2      0.000003  0.000003  0.000001
..ypes/__init__.py:410 LibraryLoader  1      0.000003  0.000003  0.000003
..b/python3.5/argparse.py:734 Action  1      0.000003  0.000003  0.000003
..Pig/Render/Renderer.py:62 Renderer  1      0.000003  0.000003  0.000003
..gging/__init__.py:1902 NullHandler  1      0.000003  0.000003  0.000003
../lib/_datasource.py:504 Repository  1      0.000003  0.000003  0.000003
..hon3.5/tarfile.py:578 _StreamProxy  1      0.000003  0.000003  0.000003
..ython3.5/argparse.py:1142 FileType  1      0.000003  0.000003  0.000003
..on3.5/_compression.py:9 BaseStream  1      0.000003  0.000003  0.000003
..g/connection.py:564 SocketListener  1      0.000003  0.000003  0.000003
..5/argparse.py:109 _AttributeHolder  1      0.000003  0.000003  0.000003
..ma/core.py:2305 _MaskedPrintOption  1      0.000003  0.000003  0.000003
..mpfile.py:416 _TemporaryFileCloser  1      0.000003  0.000003  0.000003
../packaging/_compat.py:37 metaclass  1      0.000003  0.000003  0.000003
..thon3.5/argparse.py:1196 Namespace  1      0.000003  0.000003  0.000003
..er.py:1176 ConfigParser.converters  3      0.000003  0.000003  0.000001
..y:833 _DomainGreaterEqual.__init__  2      0.000003  0.000003  0.000001
..g/context.py:276 ForkServerProcess  2      0.000003  0.000003  0.000001
..il/errors.py:90 NonPrintableDefect  1      0.000003  0.000003  0.000003
..rllib/parse.py:117 _ResultMixinStr  1      0.000003  0.000003  0.000003
../python3.5/tarfile.py:2406 TarIter  1      0.000003  0.000003  0.000003
..L/raw/GL/_lookupint.py:5 LookupInt  1      0.000003  0.000003  0.000003
../zipfile.py:1065 ZipFile.__enter__  2      0.000003  0.000003  0.000001
..hon/lib/python3.5/glob.py:22 iglob  1      0.000003  0.000003  0.000003
..b/python3.5/enum.py:328 <listcomp>  1      0.000003  0.000003  0.000003
.._init__.py:394 StringTemplateStyle  1      0.000003  0.000003  0.000003
..rces/__init__.py:2094 find_nothing  2      0.000003  0.000003  0.000001
..thon3.5/random.py:639 SystemRandom  1      0.000003  0.000003  0.000003
..5/calendar.py:21 IllegalMonthError  1      0.000003  0.000003  0.000003
../Compiler/qtproxies.py:215 QObject  1      0.000003  0.000003  0.000003
..es/numpy/ma/core.py:162 <listcomp>  1      0.000003  0.000003  0.000003
..5/email/errors.py:33 MessageDefect  1      0.000003  0.000003  0.000003
..mpy/ma/core.py:2545 MaskedIterator  1      0.000002  0.000002  0.000002
..llib/parse.py:264 SplitResultBytes  1      0.000002  0.000002  0.000002
..on3.5/argparse.py:825 _StoreAction  1      0.000002  0.000002  0.000002
..reading.py:1118 _MainThread.daemon  1      0.000002  0.000002  0.000002
..email/message.py:1140 EmailMessage  1      0.000002  0.000002  0.000002
..lib/parse.py:125 _ResultMixinBytes  1      0.000002  0.000002  0.000002
..t4/uic/uiparser.py:122 WidgetStack  1      0.000002  0.000002  0.000002
..ma/core.py:6127 _extrema_operation  1      0.000002  0.000002  0.000002
..g/Configure/Configure.py:25 Config  1      0.000002  0.000002  0.000002
..lib/python3.5/plistlib.py:109 Dict  1      0.000002  0.000002  0.000002
..ing/__init__.py:385 StrFormatStyle  1      0.000002  0.000002  0.000002
..lib/parse.py:256 DefragResultBytes  1      0.000002  0.000002  0.000002
../shader_objects.py:177 _afterCheck  2      0.000002  0.000002  0.000001
